om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
653108,2020,05,23,2020-05-23,16:15:00,3,OH,39,0,1.25,0,0,0,0,39.0300,-84.2200,39.0300,-84.2200,0,0,0,0,0,25,0,0,0
653109,2020,05,23,2020-05-23,16:20:00,3,SD,46,0,1.00,0,0,0,0,44.5276,-102.4300,44.5276,-102.4300,0,0,0,0,0,93,0,0,0
653110,2020,05,23,2020-05-23,16:24:00,3,SD,46,0,1.75,0,0,0,0,44.0300,-101.8800,44.0300,-101.8800,0,0,0,0,0,55,0,0,0
653111,2020,05,23,2020-05-23,16:25:00,3,TX,48,0,1.50,0,0,0,0,32.9440,-101.6371,32.9440,-101.6371,0,0,0,0,0,33,0,0,0
653112,2020,05,23,2020-05-23,16:26:00,3,TX,48,0,1.50,0,0,0,0,35.2700,-100.9700,35.2700,-100.9700,0,0,0,0,0,179,0,0,0
653113,2020,05,23,2020-05-23,16:34:00,3,TX,48,0,1.75,0,0,0,0,35.3000,-100.9700,35.3000,-100.9700,0,0,0,0,0,179,0,0,0
653114,2020,05,23,2020-05-23,16:34:00,3,TX,48,0,2.00,0,0,0,0,33.5116,-101.9608,33.5701,-101.9314,0,0,0,0,0,303,0,0,0
653115,2020,05,23,2020-05-23,17:00:00,3,SD,46,0,1.00,0,0,0,0,44.2823,-102.4366,44.2823,-102.4366,0,0,0,0,0,93,0,0,0
653116,2020,05,23,2020-05-23,17:02:00,3,TX,48,0,1.75,0,0,0,0,32.4842,-102.2701,32.4842,-102.2701,0,0,0,0,0,3,0,0,0
653117,2020,05,23,2020-05-23,17:07:00,3,SD,46,0,1.00,0,0,0,0,44.3100,-101.9000,44.3100,-101.9000,0,0,0,0,0,55,0,0,0
653118,2020,05,23,2020-05-23,17:09:00,3,TX,48,0,1.00,0,0,0,0,34.2000,-101.7000,34.2000,-101.7000,0,0,0,0,0,189,0,0,0
653119,2020,05,23,2020-05-23,17:10:00,3,TX,48,0,1.00,0,0,0,0,33.3200,-101.9200,33.3200,-101.9200,0,0,0,0,0,305,0,0,0
653120,2020,05,23,2020-05-23,17:15:00,3,NE,31,0,0.75,0,0,0,0,41.4700,-103.6300,41.4700,-103.6300,0,0,0,0,0,7,0,0,0
653121,2020,05,23,2020-05-23,17:19:00,3,TX,48,0,1.50,0,0,0,0,33.5000,-102.0200,33.5000,-102.0200,0,0,0,0,0,303,0,0,0
653122,2020,05,23,2020-05-23,17:22:00,3,TX,48,0,3.25,0,0,0,0,34.4700,-101.3000,34.4700,-101.3000,0,0,0,0,0,45,0,0,0
653123,2020,05,23,2020-05-23,17:24:00,3,SD,46,0,0.88,0,0,0,0,44.4100,-101.7900,44.4100,-101.7900,0,0,0,0,0,55,0,0,0
653124,2020,05,23,2020-05-23,17:34:00,3,TX,48,0,1.00,0,0,0,0,35.0300,-100.8900,35.0300,-100.8900,0,0,0,0,0,129,0,0,0
653125,2020,05,23,2020-05-23,17:38:00,3,NE,31,0,1.00,0,0,0,0,41.3600,-103.4800,41.3600,-103.4800,0,0,0,0,0,105,0,0,0
653126,2020,05,23,2020-05-23,17:39:00,3,NE,31,0,0.75,0,0,0,0,42.3200,-103.0800,42.3200,-103.0800,0,0,0,0,0,13,0,0,0
653127,2020,05,23,2020-05-23,17:40:00,3,SD,46,0,1.00,0,0,0,0,44.2300,-101.7900,44.2300,-101.7900,0,0,0,0,0,55,0,0,0
653128,2020,05,23,2020-05-23,17:40:00,3,OK,40,0,1.00,0,0,0,0,36.6300,-100.6800,36.6300,-100.6800,0,0,0,0,0,7,0,0,0
653129,2020,05,23,2020-05-23,17:48:00,3,TX,48,0,0.75,0,0,0,0,35.1800,-100.9200,35.1800,-100.9200,0,0,0,0,0,179,0,0,0
653130,2020,05,23,2020-05-23,18:00:00,3,TX,48,0,2.25,0,0,0,0,35.0100,-100.9100,35.0100,-100.9100,0,0,0,0,0,129,0,0,0
653131,2020,05,23,2020-05-23,18:00:00,3,SD,46,0,1.00,0,0,0,0,44.2400,-101.6800,44.2400,-101.6800,0,0,0,0,0,55,0,0,0
653132,2020,05,23,2020-05-23,18:09:00,3,TX,48,0,2.00,0,0,0,0,34.9700,-100.8900,34.9700,-100.8900,0,0,0,0,0,129,0,0,0
653133,2020,05,23,2020-05-23,18:11:00,3,TX,48,0,1.25,0,0,0,0,34.9300,-100.8800,34.9300,-100.8800,0,0,0,0,0,129,0,0,0
653134,2020,05,23,2020-05-23,18:16:00,3,TX,48,0,1.25,0,0,0,0,34.9700,-100.9700,34.9700,-100.9700,0,0,0,0,0,129,0,0,0
653135,2020,05,23,2020-05-23,18:30:00,3,SD,46,0,1.00,0,0,0,0,44.2200,-101.6700,44.2200,-101.6700,0,0,0,0,0,55,0,0,0
653136,2020,05,23,2020-05-23,18:30:00,3,SD,46,0,1.00,0,0,0,0,43.6200,-101.9300,43.6200,-101.9300,0,0,0,0,0,71,0,0,0
653137,2020,05,23,2020-05-23,18:30:00,3,ND,38,0,1.25,0,0,0,0,46.6400,-102.0500,46.6400,-102.0500,0,0,0,0,0,37,0,0,0
653138,2020,05,23,2020-05-23,18:35:00,3,NE,31,0,1.00,0,0,0,0,41.1300,-102.9900,41.1300,-102.9900,0,0,0,0,0,33,0,0,0
653139,2020,05,23,2020-05-23,18:40:00,3,ND,38,0,1.00,0,0,0,0,46.7000,-102.0600,46.7000,-102.0600,0,0,0,0,0,37,0,0,0
653140,2020,05,23,2020-05-23,18:41:00,3,TX,48,0,1.25,0,0,0,0,35.2000,-101.2500,35.2000,-101.2500,0,0,0,0,0,65,0,0,0
653141,2020,05,23,2020-05-23,18:46:00,3,TX,48,0,1.50,0,0,0,0,35.2000,-101.1800,35.2000,-101.1800,0,0,0,0,0,65,0,0,0
653142,2020,05,23,2020-05-23,18:49:00,3,KS,20,0,0.75,0,0,0,0,37.2600,-100.6000,37.2600,-100.6000,0,0,0,0,0,119,0,0,0
653143,2020,05,23,2020-05-23,18:51:00,3,KS,20,0,1.00,0,0,0,0,37.2800,-100.5300,37.2800,-100.5300,0,0,0,0,0,119,0,0,0
653144,2020,05,23,2020-05-23,18:54:00,3,ND,38,0,0.88,0,0,0,0,46.7200,-102.0900,46.7200,-102.0900,0,0,0,0,0,59,0,0,0
653145,2020,05,23,2020-05-23,19:02:00,3,IN,18,0,1.00,0,0,0,0,41.4291,-86.9954,41.4291,-86.9954,0,0,0,0,0,127,0,0,0
653146,2020,05,23,2020-05-23,19:03:00,3,NE,31,0,1.00,0,0,0,0,41.1500,-102.7700,41.1500,-102.7700,0,0,0,0,0,33,0,0,0
653147,2020,05,23,2020-05-23,19:03:00,3,NE,31,0,1.25,0,0,0,0,41.1500,-102.9700,41.1500,-102.9700,0,0,0,0,0,33,0,0,0
653148,2020,05,23,2020-05-23,19:04:00,3,KS,20,0,1.50,0,0,0,0,37.4000,-100.4200,37.4000,-100.4200,0,0,0,0,0,119,0,0,0
653149,2020,05,23,2020-05-23,19:12:00,3,KS,20,0,1.00,0,0,0,0,37.4600,-100.3400,37.4600,-100.3400,0,0,0,0,0,119,0,0,0
653150,2020,05,23,2020-05-23,19:21:00,3,IN,18,0,1.25,0,0,0,0,41.4400,-86.9000,41.4400,-86.9000,0,0,0,0,0,91,0,0,0
653151,2020,05,23,2020-05-23,19:23:00,3,NE,31,0,1.00,0,0,0,0,42.8300,-102.1800,42.8300,-102.1800,0,0,0,0,0,161,0,0,0
653152,2020,05,23,2020-05-23,19:29:00,3,NE,31,0,1.00,0,0,0,0,41.2000,-102.6000,41.2000,-102.6000,0,0,0,0,0,49,0,0,0
653153,2020,05,23,2020-05-23,19:30:00,3,SD,46,0,1.00,0,0,0,0,43.5800,-101.5200,43.5800,-101.5200,0,0,0,0,0,71,0,0,0
653154,2020,05,23,2020-05-23,19:43:00,3,NE,31,0,1.50,0,0,0,0,41.0900,-102.4300,41.0900,-102.4300,0,0,0,0,0,49,0,0,0
653155,2020,05,23,2020-05-23,19:55:00,3,OH,39,0,0.88,0,0,0,0,39.1100,-83.0200,39.1100,-83.0200,0,0,0,0,0,131,0,0,0
653156,2020,05,23,2020-05-23,19:58:00,3,NE,31,0,1.75,0,0,0,0,41.0900,-102.3100,41.0900,-102.3100,0,0,0,0,0,49,0,0,0
653157,2020,05,23,2020-05-23,20:10:00,3,OK,40,0,0.75,0,0,0,0,35.2100,-99.8700,35.2100,-99.8700,0,0,0,0,0,9,0,0,0
653158,2020,05,23,2020-05-23,20:31:00,3,IN,18,0,0.75,0,0,0,0,41.3300,-86.4000,41.3300,-86.4000,0,0,0,0,0,99,0,0,0
653159,2020,05,23,2020-05-23,21:15:00,3,NE,31,0,1.00,0,0,0,0,41.3000,-102.0500,41.3000,-102.0500,0,0,0,0,0,101,0,0,0
653160,2020,05,23,2020-05-23,21:25:00,3,NE,31,0,1.00,0,0,0,0,41.2100,-100.0300,41.2100,-100.0300,0,0,0,0,0,41,0,0,0
653161,2020,05,23,2020-05-23,22:50:00,3,NE,31,0,1.75,0,0,0,0,41.3900,-99.7800,41.3900,-99.7800,0,0,0,0,0,41,0,0,0
653162,2020,05,23,2020-05-23,22:50:00,3,NE,31,0,1.50,0,0,0,0,41.2800,-99.9100,41.2800,-99.9100,0,0,0,0,0,41,0,0,0
653163,2020,05,23,2020-05-23,22:50:00,3,NE,31,0,1.25,0,0,0,0,41.9800,-99.8700,41.9800,-99.8700,0,0,0,0,0,9,0,0,0
653164,2020,05,23,2020-05-23,23:05:00,3,NE,31,0,1.25,0,0,0,0,41.4300,-99.6400,41.4300,-99.6400,0,0,0,0,0,41,0,0,0
653165,2020,05,24,2020-05-24,00:05:00,3,NE,31,0,1.50,0,0,0,0,41.5700,-99.2400,41.5700,-99.2400,0,0,0,0,0,41,0,0,0
653166,2020,05,24,2020-05-24,11:50:00,3,TX,48,0,1.00,0,0,0,0,30.1500,-95.5500,30.1500,-95.5500,0,0,0,0,0,201,0,0,0
653167,2020,05,24,2020-05-24,12:50:00,3,MO,29,0,1.00,0,0,0,0,40.4800,-93.0000,40.4800,-93.0000,0,0,0,0,0,171,0,0,0
653168,2020,05,24,2020-05-24,12:55:00,3,MO,29,0,1.75,0,0,0,0,39.3700,-94.7300,39.3700,-94.7300,0,0,0,0,0,165,0,0,0
653169,2020,05,24,2020-05-24,13:02:00,3,MO,29,0,1.00,0,0,0,0,39.4700,-94.6500,39.4700,-94.6500,0,0,0,0,0,165,0,0,0
653170,2020,05,24,2020-05-24,13:20:00,3,MO,29,0,2.75,0,0,0,0,39.6100,-94.5900,39.6100,-94.5900,0,0,0,0,0,49,0,0,0
653171,2020,05,24,2020-05-24,13:41:00,3,TN,47,0,0.88,0,0,0,0,35.8000,-88.4000,35.8000,-88.4000,0,0,0,0,0,77,0,0,0
653172,2020,05,24,2020-05-24,13:45:00,3,SC,45,0,0.50,0,0,10,10,34.6800,-80.7200,34.6800,-80.7200,0,0,0,0,0,57,0,0,0
653173,2020,05,24,2020-05-24,13:53:00,3,TX,48,0,1.50,0,0,0,0,30.4911,-102.4178,30.4911,-102.4178,0,0,0,0,0,371,0,0,0
653174,2020,05,24,2020-05-24,13:55:00,3,SC,45,0,1.00,0,0,0,0,34.6700,-80.7300,34.6700,-80.7300,0,0,0,0,0,57,0,0,0
653175,2020,05,24,2020-05-24,14:11:00,3,MO,29,0,0.75,0,0,0,0,37.9900,-92.7700,37.9900,-92.7700,0,0,0,0,0,29,0,0,0
653176,2020,05,24,2020-05-24,14:13:00,3,KY,21,0,0.75,0,0,0,0,38.9300,-84.3800,38.9300,-84.3800,0,0,0,0,0,37,0,0,0
653177,2020,05,24,2020-05-24,14:25:00,3,GA,13,0,1.00,0,0,0,0,34.0900,-84.2000,34.0900,-84.2000,0,0,0,0,0,117,0,0,0
653178,2020,05,24,2020-05-24,14:27:00,3,TX,48,0,1.00,0,0,0,0,30.3400,-97.5200,30.3400,-97.5200,0,0,0,0,0,453,0,0,0
653179,2020,05,24,2020-05-24,14:32:00,3,MO,29,0,1.00,0,0,0,0,40.2100,-92.4900,40.2100,-92.4900,0,0,0,0,0,1,0,0,0
653180,2020,05,24,2020-05-24,14:33:00,3,TX,48,0,1.25,0,0,0,0,30.3700,-97.5100,30.3700,-97.5100,0,0,0,0,0,453,0,0,0
653181,2020,05,24,2020-05-24,14:38:00,3,MO,29,0,0.75,0,0,0,0,37.0200,-93.3100,37.0200,-93.3100,0,0,0,0,0,43,0,0,0
653182,2020,05,24,2020-05-24,14:40:00,3,TX,48,0,0.88,0,0,0,0,32.5483,-94.7988,32.5483,-94.7988,0,0,0,0,0,183,0,0,0
653183,2020,05,24,2020-05-24,14:43:00,3,MO,29,0,0.75,0,0,0,0,37.0300,-93.2500,37.0300,-93.2500,0,0,0,0,0,43,0,0,0
653184,2020,05,24,2020-05-24,14:43:00,3,MO,29,0,1.00,0,0,0,0,40.2200,-92.5800,40.2200,-92.5800,0,0,0,0,0,1,0,0,0
653185,2020,05,24,2020-05-24,14:46:00,3,MO,29,0,1.00,0,0,0,0,39.8500,-94.1800,39.8500,-94.1800,0,0,0,0,0,61,0,0,0
653186,2020,05,24,2020-05-24,14:48:00,3,MO,29,0,1.50,0,0,10000,0,37.0701,-93.2813,37.0700,-93.2800,0,0,0,0,0,43,0,0,0
653187,2020,05,24,2020-05-24,14:48:00,3,TX,48,0,1.00,0,0,0,0,31.4200,-97.7000,31.4200,-97.7000,0,0,0,0,0,99,0,0,0
653188,2020,05,24,2020-05-24,14:49:00,3,TX,48,0,1.00,0,0,0,0,33.1812,-96.1811,33.1812,-96.1811,0,0,0,0,0,231,0,0,0
653189,2020,05,24,2020-05-24,14:50:00,3,TX,48,0,1.00,0,0,0,0,31.0500,-97.4700,31.0500,-97.4700,0,0,0,0,0,27,0,0,0
653190,2020,05,24,2020-05-24,14:50:00,3,MO,29,0,1.00,0,0,0,0,37.1200,-93.2800,37.1200,-93.2800,0,0,0,0,0,77,0,0,0
653191,2020,05,24,2020-05-24,14:50:00,3,TX,48,0,2.00,0,0,100000,0,33.2200,-97.1100,33.2200,-97.1100,0,0,0,0,0,121,0,0,0
653192,2020,05,24,2020-05-24,14:51:00,3,MO,29,0,0.75,0,0,0,0,37.0800,-93.2800,37.0800,-93.2800,0,0,0,0,0,43,0,0,0
653193,2020,05,24,2020-05-24,14:51:00,3,MO,29,0,1.00,0,0,0,0,37.1200,-93.2800,37.1200,-93.2800,0,0,0,0,0,77,0,0,0
653194,2020,05,24,2020-05-24,14:55:00,3,TX,48,0,1.00,0,0,0,0,30.2100,-97.3100,30.2100,-97.3100,0,0,0,0,0,21,0,0,0
653195,2020,05,24,2020-05-24,14:57:00,3,GA,13,0,1.75,0,0,150000,0,32.9272,-84.4140,32.9272,-84.4140,0,0,0,0,0,293,0,0,0
653196,2020,05,24,2020-05-24,14:58:00,3,MO,29,0,0.75,0,0,0,0,37.1100,-93.2700,37.1100,-93.2700,0,0,0,0,0,77,0,0,0
653197,2020,05,24,2020-05-24,14:59:00,3,MO,29,0,1.00,0,0,0,0,40.4900,-92.3700,40.4900,-92.3700,0,0,0,0,0,197,0,0,0
653198,2020,05,24,2020-05-24,15:00:00,3,TX,48,0,1.75,0,0,0,0,32.7117,-94.9463,32.7117,-94.9463,0,0,0,0,0,459,0,0,0
653199,2020,05,24,2020-05-24,15:01:00,3,MS,28,0,1.00,0,0,0,0,31.2582,-89.2354,31.2582,-89.2354,0,0,0,0,0,35,0,0,0
653200,2020,05,24,2020-05-24,15:02:00,3,TX,48,0,1.00,0,0,0,0,33.2540,-97.1166,33.2540,-97.1166,0,0,0,0,0,121,0,0,0
653201,2020,05,24,2020-05-24,15:03:00,3,MO,29,0,0.88,0,0,0,0,37.0700,-93.2900,37.0700,-93.2900,0,0,0,0,0,43,0,0,0
653202,2020,05,24,2020-05-24,15:06:00,3,TX,48,0,2.00,0,0,25000,0,33.2400,-97.1400,33.2400,-97.1400,0,0,0,0,0,121,0,0,0
653203,2020,05,24,2020-05-24,15:16:00,3,TX,48,0,1.00,0,0,0,0,30.1800,-96.9500,30.1800,-96.9500,0,0,0,0,0,287,0,0,0
653204,2020,05,24,2020-05-24,15:24:00,3,TX,48,0,2.50,0,0,0,0,31.0600,-97.3400,31.0600,-97.3400,0,0,0,0,0,27,0,0,0
653205,2020,05,24,2020-05-24,15:24:00,3,TX,48,0,1.00,0,0,0,0,31.0700,-97.3600,31.0700,-97.3600,0,0,0,0,0,27,0,0,0
653206,2020,05,24,2020-05-24,15:30:00,3,GA,13,0,1.00,0,0,0,0,33.3612,-84.8196,33.3612,-84.8196,0,0,0,0,0,77,0,0,0
653207,2020,05,24,2020-05-24,15:42:00,3,MO,29,0,1.00,0,0,0,0,39.9500,-93.8000,39.9500,-93.8000,0,0,0,0,0,61,0,0,0
653208,2020,05,24,2020-05-24,15:45:00,3,MO,29,0,1.50,0,0,0,0,39.9600,-93.8000,39.9600,-93.8000,0,0,0,0,0,61,0,0,0
653209,2020,05,24,2020-05-24,15:50:00,3,MO,29,0,1.25,0,0,0,0,39.9700,-93.8000,39.9700,-93.8000,0,0,0,0,0,61,0,0,0
653210,2020,05,24,2020-05-24,15:56:00,3,MO,29,0,1.00,0,0,0,0,40.1170,-91.9122,40.1170,-91.9122,0,0,0,0,0,111,0,0,0
653211,2020,05,24,2020-05-24,16:15:00,3,SC,45,0,0.25,0,0,10,10,33.9700,-80.9300,33.9700,-80.9300,0,0,0,0,0,79,0,0,0
653212,2020,05,24,2020-05-24,16:22:00,3,TX,48,0,1.00,0,0,0,0,31.9753,-101.7211,31.9753,-101.7211,0,0,0,0,0,173,0,0,0
653213,2020,05,24,2020-05-24,16:25:00,3,TX,48,0,0.88,0,0,0,0,36.2000,-100.5300,36.2000,-100.5300,0,0,0,0,0,295,0,0,0
653214,2020,05,24,2020-05-24,16:40:00,3,TX,48,0,1.00,0,0,0,0,32.3800,-98.1700,32.3800,-98.1700,0,0,0,0,0,143,0,0,0
653215,2020,05,24,2020-05-24,16:55:00,3,TX,48,0,1.00,0,0,0,0,31.2900,-97.4900,31.2900,-97.4900,0,0,0,0,0,99,0,0,0
653216,2020,05,24,2020-05-24,16:58:00,3,TX,48,0,1.00,0,0,0,0,30.2100,-97.7800,30.2100,-97.7800,0,0,0,0,0,453,0,0,0
653217,2020,05,24,2020-05-24,16:58:00,3,TX,48,0,1.25,0,0,0,0,30.2300,-97.7800,30.2300,-97.7800,0,0,0,0,0,453,0,0,0
653218,2020,05,24,2020-05-24,17:00:00,3,TX,48,0,1.50,0,0,0,0,30.2200,-97.8000,30.2200,-97.8000,0,0,0,0,0,453,0,0,0
653219,2020,05,24,2020-05-24,17:04:00,3,TX,48,0,1.75,0,0,1000,0,31.2900,-97.5100,31.2900,-97.5100,0,0,0,0,0,99,0,0,0
653220,2020,05,24,2020-05-24,17:05:00,3,TX,48,0,1.50,0,0,0,0,30.2400,-97.7700,30.2400,-97.7700,0,0,0,0,0,453,0,0,0
653221,2020,05,24,2020-05-24,17:06:00,3,TX,48,0,1.00,0,0,0,0,33.5100,-102.0800,33.5100,-102.0800,0,0,0,0,0,219,0,0,0
653222,2020,05,24,2020-05-24,17:13:00,3,KS,20,0,1.75,0,0,0,0,38.1300,-98.6700,38.1300,-98.6700,0,0,0,0,0,185,0,0,0
653223,2020,05,24,2020-05-24,17:17:00,3,TX,48,0,1.50,0,0,0,0,33.0300,-101.7600,33.1400,-101.6600,0,0,0,0,0,305,0,0,0
653224,2020,05,24,2020-05-24,17:18:00,3,MS,28,0,1.00,0,0,0,0,31.7900,-89.0200,31.7900,-89.0200,0,0,0,0,0,67,0,0,0
653225,2020,05,24,2020-05-24,17:24:00,3,TX,48,0,1.75,0,0,0,0,33.4100,-101.9300,33.4200,-101.8100,0,0,0,0,0,303,0,0,0
653226,2020,05,24,2020-05-24,17:26:00,3,KS,20,0,1.75,0,0,0,0,38.1800,-98.6200,38.1800,-98.6200,0,0,0,0,0,185,0,0,0
653227,2020,05,24,2020-05-24,17:28:00,3,TX,48,0,1.00,0,0,0,0,32.8888,-101.0538,32.8888,-101.0538,0,0,0,0,0,415,0,0,0
653228,2020,05,24,2020-05-24,17:30:00,3,TX,48,0,1.25,0,0,0,0,29.5900,-99.7400,29.5900,-99.7400,0,0,0,0,0,463,0,0,0
653229,2020,05,24,2020-05-24,17:30:00,3,GA,13,0,1.00,0,0,0,0,32.2847,-83.2511,32.2847,-83.2511,0,0,0,0,0,91,0,0,0
653230,2020,05,24,2020-05-24,17:33:00,3,TX,48,0,0.88,0,0,0,0,33.8200,-98.5700,33.8200,-98.5700,0,0,0,0,0,9,0,0,0
653231,2020,05,24,2020-05-24,17:38:00,3,TX,48,0,1.00,0,0,0,0,35.5400,-100.8500,35.5400,-100.8500,0,0,0,0,0,179,0,0,0
653232,2020,05,24,2020-05-24,17:41:00,3,TX,48,0,1.00,0,0,0,0,35.5400,-100.8500,35.5400,-100.8500,0,0,0,0,0,179,0,0,0
653233,2020,05,24,2020-05-24,17:44:00,3,TX,48,0,1.50,0,0,0,0,36.3600,-100.2800,36.3600,-100.2800,0,0,0,0,0,295,0,0,0
653234,2020,05,24,2020-05-24,17:49:00,3,TX,48,0,0.75,0,0,0,0,36.4400,-100.2200,36.4400,-100.2200,0,0,0,0,0,295,0,0,0
653235,2020,05,24,2020-05-24,17:58:00,3,KS,20,0,1.00,0,0,0,0,38.2400,-98.5600,38.2400,-98.5600,0,0,0,0,0,185,0,0,0
653236,2020,05,24,2020-05-24,18:07:00,3,TX,48,0,1.00,0,0,0,0,32.9440,-101.2229,32.9440,-101.2229,0,0,0,0,0,33,0,0,0
653237,2020,05,24,2020-05-24,18:16:00,3,KS,20,0,1.00,0,0,0,0,37.3900,-100.0100,37.3900,-100.0100,0,0,0,0,0,25,0,0,0
653238,2020,05,24,2020-05-24,18:21:00,3,TX,48,0,1.00,0,0,0,0,30.2800,-97.7300,30.2800,-97.7300,0,0,0,0,0,453,0,0,0
653239,2020,05,24,2020-05-24,18:28:00,3,KS,20,0,1.00,0,0,0,0,37.4400,-100.0100,37.4400,-100.0100,0,0,0,0,0,25,0,0,0
653240,2020,05,24,2020-05-24,18:30:00,3,TX,48,0,1.00,0,0,0,0,36.1400,-100.2800,36.1400,-100.2800,0,0,0,0,0,295,0,0,0
653241,2020,05,24,2020-05-24,18:30:00,3,KS,20,0,1.75,0,0,0,0,37.3900,-100.0100,37.3900,-100.0100,0,0,0,0,0,25,0,0,0
653242,2020,05,24,2020-05-24,18:32:00,3,CO,08,0,1.00,0,0,0,0,38.4100,-104.9900,38.4100,-104.9900,0,0,0,0,0,43,0,0,0
653243,2020,05,24,2020-05-24,18:32:00,3,KS,20,0,1.25,0,0,0,0,38.8800,-98.7600,38.8800,-98.7600,0,0,0,0,0,167,0,0,0
653244,2020,05,24,2020-05-24,18:35:00,3,TX,48,0,1.75,0,0,0,0,30.1600,-97.6900,30.1600,-97.6900,0,0,0,0,0,453,0,0,0
653245,2020,05,24,2020-05-24,18:35:00,3,KS,20,0,2.25,0,0,0,0,37.4400,-99.9900,37.4400,-99.9900,0,0,0,0,0,25,0,0,0
653246,2020,05,24,2020-05-24,18:35:00,3,KS,20,0,1.00,0,0,0,0,38.9400,-98.5700,38.9400,-98.5700,0,0,0,0,0,167,0,0,0
653247,2020,05,24,2020-05-24,18:40:00,3,TX,48,0,1.00,0,0,0,0,30.1900,-97.7700,30.1900,-97.7700,0,0,0,0,0,453,0,0,0
653248,2020,05,24,2020-05-24,18:42:00,3,TX,48,0,1.00,0,0,0,0,33.2500,-100.5800,33.2500,-100.5800,0,0,0,0,0,263,0,0,0
653249,2020,05,24,2020-05-24,18:43:00,3,KS,20,0,1.75,0,0,0,0,37.4400,-100.0200,37.4400,-100.0200,0,0,0,0,0,25,0,0,0
653250,2020,05,24,2020-05-24,18:43:00,3,TX,48,0,1.00,0,0,0,0,33.1500,-101.4200,33.1500,-101.4200,0,0,0,0,0,169,0,0,0
653251,2020,05,24,2020-05-24,18:44:00,3,KS,20,0,2.75,0,0,0,0,37.4400,-100.0100,37.4400,-100.0100,0,0,0,0,0,25,0,0,0
653252,2020,05,24,2020-05-24,18:45:00,3,KS,20,0,2.50,0,0,0,0,37.4400,-100.0100,37.4400,-100.0100,0,0,0,0,0,25,0,0,0
653253,2020,05,24,2020-05-24,18:45:00,3,KS,20,0,1.75,0,0,0,0,37.4500,-100.0000,37.4500,-100.0000,0,0,0,0,0,25,0,0,0
653254,2020,05,24,2020-05-24,19:05:00,3,KS,20,0,1.50,0,0,0,0,37.5000,-99.6300,37.5000,-99.6300,0,0,0,0,0,57,0,0,0
653255,2020,05,24,2020-05-24,19:05:00,3,KS,20,0,1.00,0,0,0,0,38.9600,-97.9800,38.9600,-97.9800,0,0,0,0,0,105,0,0,0
653256,2020,05,24,2020-05-24,19:20:00,3,KS,20,0,1.25,0,0,0,0,37.5500,-99.6300,37.5500,-99.6300,0,0,0,0,0,57,0,0,0
653257,2020,05,24,2020-05-24,19:27:00,3,KS,20,0,1.25,0,0,0,0,37.1800,-101.9400,37.1800,-101.9400,0,0,0,0,0,129,0,0,0
653258,2020,05,24,2020-05-24,19:28:00,3,KS,20,0,1.00,0,0,0,0,37.1800,-101.9400,37.1800,-101.9400,0,0,0,0,0,129,0,0,0
653259,2020,05,24,2020-05-24,19:45:00,3,KS,20,0,1.25,0,0,0,0,37.8700,-100.5600,37.8700,-100.5600,0,0,0,0,0,69,0,0,0
653260,2020,05,24,2020-05-24,20:00:00,3,KS,20,0,1.25,0,0,0,0,37.1200,-101.6300,37.1200,-101.6300,0,0,0,0,0,129,0,0,0
653261,2020,05,24,2020-05-24,20:05:00,3,KS,20,0,1.00,0,0,0,0,38.8800,-99.3000,38.8800,-99.3000,0,0,0,0,0,51,0,0,0
653262,2020,05,24,2020-05-24,20:10:00,3,KS,20,0,1.75,0,0,0,0,37.1200,-101.6300,37.1200,-101.6300,0,0,0,0,0,129,0,0,0
653263,2020,05,24,2020-05-24,20:11:00,3,KS,20,0,1.00,0,0,0,0,37.8300,-100.3600,37.8300,-100.3600,0,0,0,0,0,69,0,0,0
653264,2020,05,24,2020-05-24,20:14:00,3,TX,48,0,1.00,0,0,0,0,32.9700,-98.9900,32.9700,-98.9900,0,0,0,0,0,447,0,0,0
653265,2020,05,24,2020-05-24,20:15:00,3,KS,20,0,1.00,0,0,0,0,37.1800,-101.4600,37.1800,-101.4600,0,0,0,0,0,189,0,0,0
653266,2020,05,24,2020-05-24,20:16:00,3,KS,20,0,1.00,0,0,0,0,38.8800,-99.3000,38.8800,-99.3000,0,0,0,0,0,51,0,0,0
653267,2020,05,24,2020-05-24,20:16:00,3,KS,20,0,0.88,0,0,0,0,38.8200,-97.8600,38.8200,-97.8600,0,0,0,0,0,169,0,0,0
653268,2020,05,24,2020-05-24,20:17:00,3,KS,20,0,1.00,0,0,0,0,38.0500,-100.1300,38.0500,-100.1300,0,0,0,0,0,83,0,0,0
653269,2020,05,24,2020-05-24,20:28:00,3,KS,20,0,0.75,0,0,0,0,39.3599,-99.6900,39.3599,-99.6900,0,0,0,0,0,65,0,0,0
653270,2020,05,24,2020-05-24,20:30:00,3,KS,20,0,1.50,0,0,0,0,37.1800,-101.3500,37.1800,-101.3500,0,0,0,0,0,189,0,0,0
653271,2020,05,24,2020-05-24,20:30:00,3,KS,20,0,1.25,0,0,0,0,38.9800,-96.7200,38.9800,-96.7200,0,0,0,0,0,61,0,0,0
653272,2020,05,24,2020-05-24,20:30:00,3,KS,20,0,1.00,0,0,0,0,38.7700,-97.8600,38.7700,-97.8600,0,0,0,0,0,169,0,0,0
